Mark,WIND,Competitor,Nat,Venue,Date
10.01,17.0,Bryce ROBINSON,USA,"Fort Worth, TX (USA)",2018-05-31
10.01,18.0,Emmanuel MATADI,LBR,"Montverde, FL (USA)",2019-07-06
10.01,11.0,Waseem WILLIAMS,JAM,Queretaro (MEX),2019-07-05
10.01,-2.0,Jak Ali HARVEY,TUR,Ankara (TUR),2015-09-04
10.01,17.0,Sean MCLEAN,USA,"Hayward Field, Eugene, OR (USA)",2015-06-25
10.01,14.0,Jaysuma SAIDY NDURE,NOR,Doha (QAT),2008-05-09
10.01,14.0,Kim COLLINS,SKN,"Letzigrund, ZÃ¼rich (SUI)",2012-08-30
10.01,2.0,Emile ERASMUS,RSA,La Chaux-de-Fonds (SUI),2018-07-01
10.01,9.0,Zhenye XIE,CHN,"Bislett Stadion, Oslo (NOR)",2019-06-13
10.01,13.0,Joseph Paul AMOAH,GHA,"Austin, TX (USA)",2019-06-05
10.01,9.0,Jacoby FORD,USA,"Fayetteville, AR (USA)",2009-06-10
10.01,0.0,Antoine ADAMS,SKN,Basseterre (SKN),2014-06-22
10.01,4.0,Steve MULLINGS,JAM,"Stadio Olimpico, Roma (ITA)",2009-07-10
10.01,14.0,Gavin SMELLIE,CAN,Windsor (CAN),2018-05-19
10.02,16.0,Usheoritse ITSEKIRI,NGR,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",2019-08-27
10.02,19.0,Asafa POWELL,JAM,Leverkusen (GER),2019-07-24
10.02,14.0,Jimmy VICAUT,FRA,St-Etienne (FRA),2019-07-26
10.02,6.0,Yohan BLAKE,JAM,Kingston (JAM),2014-06-07
10.02,-3.0,Ramon GITTENS,BAR,"National Stadium, Beijing (CHN)",2015-08-22
10.02,17.0,Charles SILMON,USA,"Hayward Field, Eugene, OR (USA)",2015-06-25
10.02,14.0,Andrew RILEY,JAM,"Des Moines, IA (USA)",2012-06-06
10.02,18.0,Trell KIMMONS,USA,"Hayward Field, Eugene, OR (USA)",2012-06-24
10.02,10.0,Alonso EDWARD,PAN,"Clermont, FL (USA)",2014-04-26
10.02,14.0,Akani SIMBINE,RSA,Pretoria (RSA),2014-04-12
10.02,20.0,Kemar HYMAN,CAY,La Chaux-de-Fonds (SUI),2013-07-07
10.02,15.0,Warren WEIR,JAM,Kingston (JAM),2013-06-08
10.02,19.0,Ramon GITTENS,BAR,"Montverde, FL (USA)",2013-06-08
10.02,19.0,Kemar HYMAN,CAY,Windsor (CAN),2019-05-18
10.02,7.0,Jevaughn MINZIE,JAM,Kingston (JAM),2016-07-01
10.02,18.0,Clayton VAUGHN,USA,"Montverde, FL (USA)",2016-06-11
10.02,15.0,Paulo AndrÃ© CAMILO DE OLIVEIRA,BRA,"Azusa, CA (USA)",2019-04-19
10.02,18.0,Dentarius LOCKE,USA,"Eugene, OR (USA)",2014-06-13
10.02,16.0,Senoj-Jay GIVANS,JAM,"Eugene, OR (USA)",2017-06-07
10.02,19.0,Jeff DEMPS,USA,"Drake Stadium, Des Moines, IA (USA)",2018-06-21
10.02,-6.0,Paulo AndrÃ© CAMILO DE OLIVEIRA,BRA,BraganÃ§a Paulista (BRA),2018-09-14
10.02,0.0,Derrick ATKINS,BAH,"Stade Louis II, Monaco (MON)",2008-07-29
10.02,16.0,Leroy DIXON,USA,"Eugene, OR (USA)",2008-06-28
10.02,14.0,Darrel BROWN,TTO,Doha (QAT),2008-05-09
10.02,13.0,Ivory WILLIAMS,USA,"Hayward Field, Eugene, OR (USA)",2011-06-04
10.02,20.0,Dwain CHAMBERS,GBR,"Olympic Stadium, London (GBR)",2012-08-04
10.02,-1.0,Jimmy VICAUT,FRA,"Stade Olympique de la Pontaise, Lausanne (SUI)",2012-08-23
10.02,-2.0,Michael FRATER,JAM,Kingston (JAM),2009-06-27
10.02,-1.0,Rae Monzavous EDWARDS,USA,"Blankers-Koen Stadion, Hengelo (NED)",2009-06-01
10.02,-3.0,Keston BLEDMAN,TTO,"Luzhniki, Moskva (RUS)",2013-08-10
10.03,13.0,Maurice MITCHELL,USA,"Des Moines, IA (USA)",2012-06-06
10.03,9.0,Kemarley BROWN,BRN,"National Stadium, Kingston (JAM)",2016-05-07
10.03,20.0,Walter DIX,USA,"Tampa, FL (USA)",2016-05-27
10.03,10.0,Ramon GITTENS,BAR,Kingston (JAM),2016-06-11
10.03,5.0,Mario BURKE,BAR,Barranquilla (COL),2018-07-29
10.03,12.0,Hassan TAFTIAN,IRI,"Stade CharlÃ©ty, Paris (FRA)",2018-06-30
10.03,16.0,Jason LIVERMORE,JAM,Kingston (JAM),2016-06-11
10.03,0.0,Reece PRESCOD,GBR,"Olympic Stadium, London (GBR)",2017-08-04
10.03,-2.0,Bingtian SU,CHN,"Olympic Stadium, London (GBR)",2017-08-04
10.03,17.0,Churandy MARTINA,NED,"Stade Olympique de la Pontaise, Lausanne (SUI)",2013-07-04
10.03,12.0,Abdullah Abkar MOHAMMED,KSA,"Stade CharlÃ©ty, Paris (FRA)",2018-06-30
10.03,14.0,Rondel SORRILLO,TTO,Port-of-Spain (TTO),2012-06-23
10.03,7.0,Walter DIX,USA,"Hayward Field, Eugene, OR (USA)",2012-06-23
10.03,-7.0,Justin GATLIN,USA,"MestskÃ½ Stadion, Ostrava (CZE)",2018-06-13
10.03,6.0,Isiah YOUNG,USA,"Gainesville, FL (USA)",2016-04-22
10.03,9.0,Senoj-Jay GIVANS,JAM,"Eugene, OR (USA)",2015-06-10
10.03,5.0,Aaron ARMSTRONG,TTO,Port-of-Spain (TTO),2009-06-19
10.03,15.0,Gerald PHIRI,ZAM,"Clermont, FL (USA)",2014-05-10
10.03,16.0,Simeon WILLIAMSON,GBR,Birmingham (GBR),2008-07-12
10.03,6.0,Samuel FRANCIS,QAT,Sofia (BUL),2008-06-30
10.03,15.0,Julian FORTE,JAM,Kingston (JAM),2014-05-17
10.03,3.0,Julian FORTE,JAM,"Jamaica College Ashenheim Stadium, Kingston (JAM)",2020-07-18
10.03,16.0,Rai BENJAMIN,USA,"AP Ranch, Fort Worth, TX (USA)",2020-07-20
10.03,10.0,Aska CAMBRIDGE,JPN,"Prefectural Stadium, Fukui (JPN)",2020-08-29
10.03,10.0,J-Mee SAMUELS,USA,Luzern (SUI),2010-08-08
10.03,12.0,Steve MULLINGS,JAM,Lappeenranta (FIN),2010-07-15
10.03,5.0,Ryota YAMAGATA,JPN,Osaka (JPN),2016-09-25
10.03,0.0,Andrew HINDS,BAR,Bridgetown (BAR),2009-06-20
10.03,15.0,Jarrion LAWSON,USA,"Sacramento, CA (USA)",2017-06-22
10.03,16.0,Churandy MARTINA,AHO,"El Paso, TX (USA)",2010-04-10
10.03,2.0,Jeff DEMPS,USA,"Sacramento, CA (USA)",2017-06-22
10.03,12.0,Demek KEMP,USA,"Columbia, SC (USA)",2019-04-13
10.03,18.0,Antoine ADAMS,SKN,Basseterre (SKN),2015-06-13
10.03,17.0,Lalu Muhammad ZOHRI,INA,"Nagai Stadium, Osaka (JPN)",2019-05-19
10.03,17.0,Lamont Marcell JACOBS,ITA,Padova (ITA),2019-07-16
10.03,7.0,Marcus ROWLAND,USA,Port-of-Spain (TTO),2009-07-31
10.03,-3.0,Hassan TAFTIAN,IRI,"Stade CharlÃ©ty, Paris (FRA)",2019-08-24
10.04,17.0,D'Angelo CHERRY,USA,"Fayetteville, AR (USA)",2009-06-10
10.04,-1.0,Christophe LEMAITRE,FRA,"Stadio Olimpico, Roma (ITA)",2012-05-31
10.04,16.0,Adam GEMILI,GBR,Mannheim (GER),2014-07-05
10.04,0.0,Jason ROGERS,SKN,Basseterre (SKN),2014-06-22
10.04,11.0,Mark JELKS,USA,Rethymno (GRE),2009-07-20
10.04,20.0,Clayton VAUGHN,USA,"Clermont, FL (USA)",2017-04-15
10.04,3.0,Zhenye XIE,CHN,Tianjin (CHN),2017-09-03
10.04,20.0,Diondre BATSON,USA,"Starkville, MS (USA)",2014-05-02
10.04,5.0,Travis PADGETT,USA,"Orlando, FL (USA)",2012-05-26
10.04,17.0,Jarrion LAWSON,USA,"Eugene, OR (USA)",2015-06-10
10.04,19.0,Dwain CHAMBERS,GBR,Birmingham (GBR),2013-07-13
10.04,15.0,Calesio NEWMAN,USA,"Greensboro, NC (USA)",2015-05-17
10.04,2.0,Francis OBIKWELU,POR,"Stadio Olimpico, Roma (ITA)",2008-07-11
10.04,7.0,Jeff DEMPS,USA,"Hayward Field, Eugene, OR (USA)",2011-06-23
10.04,13.0,Trell KIMMONS,USA,"Hayward Field, Eugene, OR (USA)",2011-06-24
10.04,14.0,Ameer WEBB,USA,"Moratalaz, Madrid (ESP)",2015-07-11
10.04,-21.0,Ben Youssef MEITÃ‰,CIV,Brazzaville (CGO),2015-09-14
10.04,14.0,Noah LYLES,USA,"National Training Center, Clermont, FL (USA)",2020-07-24
10.04,14.0,Yoshihide KIRYU,JPN,"Hokuroku Park Athletic Field, Fujiyoshida (JPN)",2020-08-01
10.04,2.0,Andre EWERS,JAM,"Bolles HS Track, Jacksonville, FL (USA)",2020-08-08
10.04,17.0,Jak Ali HARVEY,JAM,Ankara (TUR),2013-08-24
10.04,3.0,Arthur CISSÃ‰,CIV,"Stadio Olimpico, Roma (ITA)",2020-09-17
10.04,10.0,Richard THOMPSON,TTO,"Baton Rouge, LA (USA)",2015-04-18
10.04,15.0,Reece PRESCOD,GBR,Bedford (GBR),2016-07-30
10.04,18.0,Kyree KING,USA,"Montverde Academy, Montverde, FL (USA)",2020-08-10
10.04,10.0,Hassan TAFTIAN,IRI,"Moratalaz, Madrid (ESP)",2016-06-23
10.04,17.0,Ojie EDOBURUN,GBR,"Stadion Juliska, Praha (CZE)",2018-06-04
10.04,2.0,Christophe LEMAITRE,FRA,Novi Sad (SRB),2009-07-24
10.04,15.0,James ELLINGTON,GBR,"Olympisch Stadion, Amsterdam (NED)",2016-07-07
10.04,14.0,Kolby LISTENBEE,USA,"Eugene, OR (USA)",2015-06-10
10.04,5.0,Adam GEMILI,GBR,"Olympic Stadium, London (GBR)",2019-07-20
10.04,10.0,Preston PERRY,USA,"Provo, UT (USA)",2008-05-24
10.04,20.0,Reynier MENA,CUB,CamagÃ¼ey (CUB),2019-02-22
10.04,19.0,Abdullah Abkar MOHAMMED,KSA,"Walnut, CA (USA)",2016-04-15
10.04,10.0,Michael FRATER,JAM,Kingston (JAM),2016-06-11
10.05,3.0,Julian FORTE,JAM,"Olympic Stadium, London (GBR)",2016-07-22
10.05,11.0,Barakat AL HARTHI,OMA,Stara Zagora (BUL),2016-06-09
10.05,16.0,Markesh WOODSON,USA,"Eugene, OR (USA)",2016-06-08
10.05,20.0,Richard KILTY,GBR,"Alexander Stadium, Birmingham (GBR)",2015-06-07
10.05,18.0,Tevin HESTER,USA,"Jacksonville, FL (USA)",2015-05-28
10.05,18.0,Ronnie BAKER,USA,"Ames, IA (USA)",2015-05-16
10.05,-18.0,Simeon WILLIAMSON,GBR,Birmingham (GBR),2009-07-11
10.05,5.0,Darrel BROWN,TTO,Port-of-Spain (TTO),2009-06-19
10.05,19.0,Ryan BAILEY,USA,"Hutchinson, KS (USA)",2009-05-22
10.05,5.0,Jason ROGERS,SKN,Barranquilla (COL),2018-07-29
10.05,20.0,Justin WALKER,USA,"Montverde, FL (USA)",2016-06-11
10.05,4.0,Emmanuel CALLENDER,TTO,"Letzigrund, ZÃ¼rich (SUI)",2009-08-28
10.05,20.0,David LIMA,POR,"Moratalaz, Madrid (ESP)",2017-07-14
10.05,19.0,Aaron BROWN,CAN,"Eugene, OR (USA)",2013-06-05
10.05,-1.0,Kim COLLINS,SKN,"National Stadium, Beijing (CHN)",2008-08-16
10.05,-1.0,Trindon HOLLIDAY,USA,"Auburn, AL (USA)",2008-05-18
10.05,5.0,Simon MAGAKWE,RSA,Germiston (RSA),2019-04-25
10.05,12.0,Rodney ROWE,USA,"Greensboro, NC (USA)",2019-05-04
10.05,9.0,Bingtian SU,CHN,"Shanghai Stadium, Shanghai (CHN)",2019-05-18
10.05,-4.0,Jason LIVERMORE,JAM,Kingston (JAM),2014-06-27
10.05,13.0,Davon DEMOSS,USA,"Austin, TX (USA)",2019-06-05
10.05,18.0,Christopher BELCHER,USA,"Montverde, FL (USA)",2019-07-06
10.05,8.0,Cejhae GREENE,ANT,"Eugene, OR (USA)",2017-06-07
10.05,12.0,Beejay LEE,USA,"Sacramento, CA (USA)",2017-06-22
10.05,6.0,Abdul Hakim SANI BROWN,JPN,Osaka (JPN),2017-06-24
10.05,17.0,Darrel BROWN,TTO,Port-of-Spain (TTO),2014-06-21
10.05,18.0,Julian REUS,GER,Ulm (GER),2014-07-26
10.05,14.0,Charles SILMON,USA,"Des Moines, IA (USA)",2012-06-06
10.05,1.0,Adam GEMILI,GBR,"Estadio OlÃ­mpico, Barcelona (ESP)",2012-07-11
10.05,16.0,Yoshihide KIRYU,JPN,Saitama (JPN),2014-05-17
10.05,4.0,Wilfried KOFFI HUA,CIV,"Le Grande Stade, Marrakesh (MAR)",2014-08-11
10.06,17.0,Martial MBANDJOCK,FRA,Albi (FRA),2008-07-25
10.06,7.0,Tyrone EDGAR,GBR,GenÃ¨ve (SUI),2008-05-31
10.06,16.0,John CAPEL,USA,"Eugene, OR (USA)",2008-06-28
10.06,16.0,Rae Monzavous EDWARDS,USA,"Eugene, OR (USA)",2008-06-28
10.06,10.0,Jason YOUNG,JAM,Luzern (SUI),2012-07-17
10.06,17.0,Jeff DEMPS,USA,"Clermont, FL (USA)",2016-04-30
10.06,0.0,Kendal WILLIAMS,USA,"Athens, GA (USA)",2016-04-30
10.06,10.0,Bruno HORTELANO-ROIG,ESP,"Moratalaz, Madrid (ESP)",2016-06-23
10.06,20.0,Quentin BUTLER,USA,"Eugene, OR (USA)",2016-07-29
10.06,9.0,Ramon GITTENS,BAR,Regensburg (GER),2014-06-07
10.06,14.0,Michael RODGERS,USA,"Modesto, CA (USA)",2008-05-10
10.06,13.0,Gerald PHIRI,ZAM,"Austin, TX (USA)",2011-04-09
10.06,20.0,Dexter LEE,JAM,SÃ£o Paulo (BRA),2011-05-22
10.06,19.0,Diondre BATSON,USA,"Athens, GA (USA)",2013-04-13
10.06,1.0,Bingtian SU,CHN,Beijing (CHN),2013-05-21
10.06,19.0,Derrick ATKINS,BAH,"Montverde, FL (USA)",2013-06-08
10.06,-3.0,Adam GEMILI,GBR,"Letzigrund, ZÃ¼rich (SUI)",2013-08-29
10.06,20.0,Ogho-Oghene EGWERO,NGR,Maputo (MOZ),2011-09-12
10.06,15.0,Ben Youssef MEITÃ‰,CIV,"Olympic Stadium, London (GBR)",2012-08-04
10.06,-2.0,Churandy MARTINA,NED,"National Stadium, Beijing (CHN)",2015-08-22
10.06,19.0,Julian FORTE,JAM,"Alexander Stadium, Birmingham (GBR)",2015-06-07
10.06,8.0,Shaun Phatutshedzo MASWANGANYI,RSA,"Bestmed Tuks Stadium, Pretoria (RSA)",2020-03-14
10.06,9.0,Jason ROGERS,SKN,Irapuato (MEX),2012-07-06
10.06,2.0,Leroy DIXON,USA,Lapinlahti (FIN),2009-07-25
10.06,17.0,Levi Asher CADOGAN,BAR,St. Michael (BAR),2015-06-20
10.06,17.0,Sam EFFAH,CAN,"Hollywood, FL (USA)",2010-07-09
10.06,13.0,Jeff DEMPS,USA,"Knoxville, TN (USA)",2010-05-16
10.06,5.0,Jak Ali HARVEY,TUR,Angers (FRA),2017-09-09
10.06,3.0,James DASAOLU,GBR,"Olympic Stadium, London (GBR)",2017-07-09
10.06,15.0,Henrico BRUINTJIES,RSA,"Paavo Nurmi Stadium, Turku (FIN)",2017-06-13
10.06,13.0,Brandon CARNES,USA,"Iowa City, IA (USA)",2017-04-22
10.06,14.0,Kendal WILLIAMS,USA,"Austin, TX (USA)",2017-03-30
10.06,4.0,Kemar BAILEY-COLE,JAM,Kingston (JAM),2017-03-11
10.06,0.0,Chijindu UJAH,GBR,"Olympiastadion, Berlin (GER)",2018-08-07
10.06,3.0,Ogho-Oghene EGWERO,NGR,Brazzaville (CGO),2015-09-13
10.06,10.0,Jason LIVERMORE,JAM,Kingston (JAM),2015-06-25
10.06,11.0,Sydney SIAME,ZAM,"x-bionic sphere, Å amorÃ­n (SVK)",2018-06-29
10.06,8.0,Bryand RINCHER,USA,"Austin, TX (USA)",2019-06-07
10.06,8.0,Andre EWERS,JAM,"Charlottesville, VA (USA)",2019-05-11
10.06,17.0,Roscoe ENGEL,RSA,Pretoria (RSA),2018-03-15
10.06,12.0,Simone COLLIO,ITA,Rieti (ITA),2009-07-21
10.06,20.0,Dwight PHILLIPS,USA,"Athens, GA (USA)",2009-05-09
10.06,18.0,Simon MAGAKWE,RSA,Johannesburg (RSA),2012-04-27
10.07,2.0,Darvis PATTON,USA,"National Stadium, Kingston (JAM)",2013-05-04
10.07,10.0,Aaron ARMSTRONG,TTO,Port-of-Spain (TTO),2011-08-13
10.07,19.0,John TEETERS,USA,"Ames, IA (USA)",2015-05-16
10.07,1.0,Yohan BLAKE,JAM,"National Stadium, Kingston (JAM)",2009-05-02
10.07,19.0,Masashi ERIGUCHI,JPN,Hiroshima (JPN),2009-06-28
10.07,20.0,Keston BLEDMAN,TTO,"Montverde, FL (USA)",2016-06-11
10.07,2.0,Femi OGUNODE,QAT,Rio de Janeiro (BRA),2011-07-21
10.07,16.0,Kenzo COTTON,USA,"Eugene, OR (USA)",2016-06-08
10.07,11.0,Justin GATLIN,USA,"AP Ranch, Fort Worth, TX (USA)",2020-07-23
10.07,-2.0,Filippo TORTU,ITA,"Stadio Comunale, Bellinzona (SUI)",2020-09-15
10.07,5.0,Jason LIVERMORE,JAM,Kingston (JAM),2013-06-20
10.07,0.0,Jaysuma SAIDY NDURE,NOR,Luzern (SUI),2013-07-17
10.07,17.0,Andrew FISHER,JAM,Morelia (MEX),2013-07-05
10.07,0.0,Christophe LEMAITRE,FRA,"EstÃ¡dio OlÃ­mpico, Rio de Janeiro (BRA)",2016-08-14
10.07,15.0,Ramil GULIYEV,TUR,"Olympisch Stadion, Amsterdam (NED)",2016-07-07
10.07,19.0,Christopher BELCHER,USA,"Greensboro, NC (USA)",2016-05-07
10.07,16.0,Jarrion LAWSON,USA,"Hayward Field, Eugene, OR (USA)",2016-07-03
10.07,3.0,Jimmy VICAUT,FRA,Tallinn (EST),2011-07-22
10.07,16.0,Beejay LEE,USA,"Los Angeles, CA (USA)",2013-05-12
10.07,18.0,Aaron BROWN,CAN,"Eugene, OR (USA)",2014-06-13
10.07,10.0,Julien DUNKLEY,JAM,"Provo, UT (USA)",2008-05-24
10.07,1.0,Cejhae GREENE,ANT,La Chaux-de-Fonds (SUI),2019-06-30
10.07,11.0,Amaury GOLITIN,FRA,Jesolo (ITA),2018-06-09
10.07,12.0,Ameer WEBB,USA,Ninove (BEL),2018-07-28
10.07,17.0,Nesta CARTER,JAM,Barranquilla (COL),2018-07-30
10.07,19.0,McKinley WEST,USA,"Tampa, FL (USA)",2018-05-25
10.07,-13.0,Simon MAGAKWE,RSA,Pretoria (RSA),2018-03-16
10.07,16.0,Warren WEIR,JAM,Kingston (JAM),2016-04-16
10.07,10.0,Andrew FISHER,BRN,"National Stadium, Kingston (JAM)",2016-05-07
10.07,16.0,Wallace SPEARMON,USA,"Eugene, OR (USA)",2008-06-28
10.07,18.0,Shuhei TADA,JPN,Fukui (JPN),2017-09-09
10.07,8.0,Kukyoung KIM,KOR,Jeongseon (KOR),2017-06-27
10.07,10.0,Martin KELLER,GER,Weinheim (GER),2013-08-02
10.07,17.0,Charles SILMON,USA,"Sacramento, CA (USA)",2014-06-27
10.07,4.0,Mark JELKS,NGR,"Le Grande Stade, Marrakesh (MAR)",2014-08-11
10.07,6.0,Filippo TORTU,ITA,"Khalifa International Stadium, Doha (QAT)",2019-09-28
10.07,13.0,Ryota YAMAGATA,JPN,"Olympic Stadium, London (GBR)",2012-08-04
10.07,15.0,Emmanuel CALLENDER,TTO,Rio de Janeiro (BRA),2012-05-20
10.07,4.0,Calesio NEWMAN,USA,Port-of-Spain (TTO),2012-05-19
10.07,9.0,Michael CAMPBELL,JAM,Kingston (JAM),2017-06-23
10.07,19.0,Sheldon MITCHELL,JAM,San JosÃ© (CRC),2015-08-07
10.07,-8.0,Trell KIMMONS,USA,"Olympic Stadium, London (GBR)",2015-07-24
10.07,7.0,Christophe LEMAITRE,FRA,Villeneuve d'Ascq (FRA),2015-07-11
10.07,15.0,Lucas JAKUBCZYK,GER,"Clermont, FL (USA)",2014-05-10
10.07,16.0,Gabriel MVUMVURE,ZIM,"Baton Rouge, LA (USA)",2014-04-19
10.07,14.0,Kemar HYMAN,CAY,"Moratalaz, Madrid (ESP)",2015-07-11
10.07,0.0,Remontay MCCLAIN,USA,"Hayward Field, Eugene, OR (USA)",2015-06-26
10.07,14.0,Kendal WILLIAMS,USA,"Eugene, OR (USA)",2015-06-10
10.07,16.0,Vitor Hugo DOS SANTOS,BRA,"CNDA, BraganÃ§a Paulista (BRA)",2019-08-29
10.07,-4.0,Marqueze WASHINGTON,USA,"Mesa, AZ (USA)",2017-06-10
10.08,17.0,Emre Zafer BARNES,TUR,"Stadion Juliska, Praha (CZE)",2018-06-04
10.08,7.0,Lamont Marcell JACOBS,ITA,Savona (ITA),2018-05-23
10.08,5.0,Javoy TUCKER,JAM,Barranquilla (COL),2018-07-29
10.08,3.0,Jorge VIDES,BRA,Sao Bernardo do Campo (BRA),2018-08-18
10.08,17.0,Maurice MITCHELL,USA,"Joplin, MO (USA)",2014-04-25
10.08,15.0,Marvin BRACY,USA,"Clermont, FL (USA)",2014-04-26
10.08,13.0,Ramil GULIYEV,AZE,Istanbul (TUR),2009-06-13
10.08,11.0,Jeremy HALL,USA,"Gainesville, FL (USA)",2009-05-17
10.08,20.0,Nethaneel MITCHELL-BLAKE,GBR,"Baton Rouge, LA (USA)",2018-04-21
10.08,12.0,Samuel FRANCIS,QAT,"Suhaim bin Hamad Stadium, Doha (QAT)",2013-05-10
10.08,18.0,Mustaqeem WILLIAMS,USA,"Fayetteville, AR (USA)",2019-05-11
10.08,19.0,Harry AIKINES-ARYEETEY,GBR,Birmingham (GBR),2013-07-13
10.08,1.0,Alex WILSON,SUI,La Chaux-de-Fonds (SUI),2019-06-30
10.08,9.0,Thando DLODLO,RSA,Trieste (ITA),2019-07-06
10.08,19.0,Ojie EDOBURUN,GBR,Leverkusen (GER),2019-07-24
10.08,20.0,Rohan BROWNING,AUS,Brisbane (AUS),2019-03-23
10.08,19.0,Ben Youssef MEITÃ‰,CIV,"Nyayo National Stadium, Nairobi (KEN)",2010-07-29
10.08,13.0,Martial MBANDJOCK,FRA,Valence (FRA),2010-07-09
10.08,18.0,Adam GEMILI,GBR,"Azusa, CA (USA)",2017-04-14
10.08,-12.0,Asafa POWELL,JAM,"Suhaim bin Hamad Stadium, Doha (QAT)",2017-05-05
10.08,20.0,Emile ERASMUS,RSA,Pretoria (RSA),2017-05-13
10.08,19.0,Shota IIZUKA,JPN,Tottori (JPN),2017-06-04
10.08,-9.0,Aska CAMBRIDGE,JPN,Osaka (JPN),2017-06-23
10.08,18.0,Keston BLEDMAN,TTO,Port-of-Spain (TTO),2017-06-23
10.08,1.0,Calesio NEWMAN,USA,Beijing (CHN),2013-05-21
10.08,0.0,Bingtian SU,CHN,"EstÃ¡dio OlÃ­mpico, Rio de Janeiro (BRA)",2016-08-14
10.08,-1.0,Zhenye XIE,CHN,"EstÃ¡dio OlÃ­mpico, Rio de Janeiro (BRA)",2016-08-13
10.08,14.0,Harry AIKINES-ARYEETEY,GBR,"Blankers-Koen Stadion, Hengelo (NED)",2014-06-08
10.08,19.0,J-Mee SAMUELS,USA,"Fayetteville, AR (USA)",2008-05-31
10.08,19.0,Evander WELLS,USA,"Fayetteville, AR (USA)",2008-05-31
10.08,18.0,Gerald PHIRI,ZAM,"Montverde, FL (USA)",2016-06-11
10.08,17.0,Derrick ATKINS,BAH,"Olympic Stadium, London (GBR)",2012-08-05
10.08,13.0,Henrico BRUINTJIES,RSA,"Bestmed Tuks Stadium, Pretoria (RSA)",2020-03-14
10.08,14.0,Deniz ALMAS,GER,"Sepp-Herberger-Stadion, Weinheim (GER)",2020-08-01
10.08,4.0,Everton CLARKE,JAM,Kingston (JAM),2016-07-01
10.08,18.0,Desmond LAWRENCE,USA,"Montverde, FL (USA)",2016-06-11
10.08,7.0,Harry ADAMS,USA,"Coral Gables, FL (USA)",2015-04-11
10.08,5.0,Julian REUS,GER,Weinheim (GER),2013-08-02
10.08,17.0,Sean MCLEAN,USA,"Hayward Field, Eugene, OR (USA)",2016-07-03
10.08,17.0,Harry AIKINES-ARYEETEY,GBR,Loughborough (GBR),2016-07-16
10.08,10.0,Jak Ali HARVEY,JAM,Kingston (JAM),2012-06-29
10.08,17.0,Rakieem SALAAM,USA,"Sacramento, CA (USA)",2014-06-27
10.09,18.0,Marvin BRACY,USA,Lapinlahti (FIN),2013-07-21
10.09,20.0,Alex QUIÃ‘Ã“NEZ,ECU,MedellÃ­n (COL),2013-05-25
10.09,10.0,Keenan BROCK,USA,"Auburn, AL (USA)",2012-04-21
10.09,7.0,Julian REUS,GER,Weinheim (GER),2012-07-27
10.09,13.0,Marcus ROWLAND,USA,"Des Moines, IA (USA)",2012-06-06
10.09,16.0,Daniel BAILEY,ANT,Kingston (JAM),2016-06-11
10.09,14.0,Isiah YOUNG,USA,"Des Moines, IA (USA)",2012-06-06
10.09,16.0,Ronnie BAKER,USA,"Eugene, OR (USA)",2016-06-08
10.09,7.0,Beejay LEE,USA,"Phoenix, AZ (USA)",2016-05-21
10.09,15.0,Justyn WARNER,CAN,"Olympic Stadium, London (GBR)",2012-08-04
10.09,10.0,Nethaneel MITCHELL-BLAKE,GBR,"Austin, TX (USA)",2016-04-16
10.09,5.0,Rondel SORRILLO,TTO,Port-of-Spain (TTO),2014-06-21
10.09,9.0,Anthony SCHWARTZ,USA,"Albuquerque, NM (USA)",2018-06-02
10.09,18.0,Kenneth BEDNAREK,USA,"Montverde Academy, Montverde, FL (USA)",2020-08-10
10.09,17.0,Cravon GILLESPIE,USA,"PVAMU Track Stadium, Prairie View, TX (USA)",2020-08-06
10.09,14.0,Jak Ali HARVEY,JAM,"National Stadium, Kingston (JAM)",2011-05-07
10.09,8.0,Aziz OUHADI,MAR,Dakar (SEN),2011-05-28
10.09,10.0,Marc BURNS,TTO,Port-of-Spain (TTO),2011-08-13
10.09,-1.0,Wilfried KOFFI HUA,CIV,"Todoroki Stadium, Kawasaki (JPN)",2015-05-10
10.09,-1.0,Kei TAKASE,JPN,"Todoroki Stadium, Kawasaki (JPN)",2015-05-10
10.09,11.0,Gavin SMELLIE,CAN,Edmonton (CAN),2015-07-03
10.09,19.0,Darryl HARAWAY,USA,"Tampa, FL (USA)",2018-05-25
10.09,3.0,Yoshihide KIRYU,JPN,Fuse (JPN),2015-10-18
10.09,17.0,Jeff DEMPS,USA,"Carl Lewis TF and Soccer Complex, Houston, TX (USA)",2019-07-12
10.09,13.0,McKinley WEST,USA,"Austin, TX (USA)",2019-06-05
10.09,15.0,Raheem CHAMBERS,JAM,"Charlottesville, VA (USA)",2019-05-10
10.09,3.0,Andrew FISHER,JAM,Kingston (JAM),2014-06-26
10.09,9.0,Justin GATLIN,USA,Rovereto (ITA),2010-08-31
10.09,9.0,Jeff DEMPS,USA,"Drake Stadium, Des Moines, IA (USA)",2020-08-29
10.09,16.0,Shawn CRAWFORD,USA,"Eugene, OR (USA)",2008-06-28
10.09,18.0,Julian REUS,GER,NÃ¼rnberg (GER),2015-07-25
10.09,11.0,Tyrone EDGAR,GBR,Rethymno (GRE),2009-07-20
10.09,9.0,James DASAOLU,GBR,GenÃ¨ve (SUI),2009-06-06
