Mark,WIND,Competitor,Nat,Venue,Date
11.09,13.0,Simone FACEY,JAM,"Clermont, FL (USA)",2014-05-10
11.09,7.0,Remona BURCHELL,JAM,Kingston (JAM),2017-06-23
11.09,8.0,Natasha MORRISON,JAM,Kingston (JAM),2017-06-23
11.09,7.0,Kortnei JOHNSON,USA,"Torrance, CA (USA)",2017-04-15
11.09,6.0,Desiree HENRY,GBR,"Azusa, CA (USA)",2017-04-14
11.09,6.0,Natalliah WHYTE,JAM,Kingston (JAM),2019-06-21
11.09,19.0,Imani LANSIQUOT,GBR,La Chaux-de-Fonds (SUI),2019-06-30
11.09,11.0,Alexis JOYCE,USA,"Clermont, FL (USA)",2008-05-24
11.09,16.0,Joanna ATKINS,USA,"Montverde, FL (USA)",2016-06-11
11.09,10.0,Dezerea BRYANT,USA,"Montverde, FL (USA)",2019-07-06
11.09,-9.0,Murielle AHOURÃ‰,CIV,"Greensboro, NC (USA)",2009-05-30
11.09,19.0,Cierra WHITE,USA,"Lubbock, TX (USA)",2013-04-25
11.09,-12.0,Ivet LALOVA-COLLIO,BUL,"National Stadium, Beijing (CHN)",2015-08-23
11.09,11.0,Natalia POHREBNIAK,UKR,Kirovograd (UKR),2015-07-30
11.09,18.0,Keilah TYSON,USA,"Eugene, OR (USA)",2015-06-11
11.09,2.0,Allyson FELIX,USA,"National Stadium, Kingston (JAM)",2015-05-09
11.09,4.0,Tori BOWIE,USA,"Estadio Vallehermoso, Madrid (ESP)",2019-08-25
11.09,15.0,Dafne SCHIPPERS,NED,"Stade Olympique de la Pontaise, Lausanne (SUI)",2013-07-04
11.09,15.0,Kimberlyn DUNCAN,USA,"Des Moines, IA (USA)",2011-06-10
11.09,16.0,Mikele BARBER,USA,"Hayward Field, Eugene, OR (USA)",2011-06-23
11.09,14.0,Ruddy ZANG MILAMA,GAB,Albi (FRA),2011-07-29
11.09,1.0,Tatjana PINTO,GER,Berlin (GER),2019-08-03
11.1,19.0,Javianne OLIVER,USA,"Hayward Field, Eugene, OR (USA)",2018-05-26
11.1,3.0,Jamile SAMUEL,NED,"Olympiastadion, Berlin (GER)",2018-08-07
11.1,-6.0,Verena SAILER,GER,"Estadio OlÃ­mpico, Barcelona (ESP)",2010-07-29
11.1,12.0,Ezinne OKPARAEBO,NOR,"Olympic Stadium, London (GBR)",2012-08-04
11.1,17.0,Mikele BARBER,USA,"Walnut, CA (USA)",2016-04-16
11.1,17.0,Kortnei JOHNSON,USA,"Tampa, FL (USA)",2018-05-24
11.1,5.0,Carrie RUSSELL,JAM,"Guidobaldi, Rieti (ITA)",2014-09-07
11.1,19.0,Semoy HACKETT,TTO,"Baton Rouge, LA (USA)",2012-05-13
11.1,19.0,Gabrielle THOMAS,USA,"Columbia, SC (USA)",2019-04-13
11.1,7.0,Jenna PRANDINI,USA,"Fayetteville, AR (USA)",2019-04-26
11.1,7.0,Asha PHILIP,GBR,"Olympiastadion, Berlin (GER)",2019-09-01
11.1,0.0,Verena SAILER,GER,Mannheim (GER),2015-08-08
11.1,6.0,Simone FACEY,JAM,Edmonton (CAN),2015-07-12
11.1,18.0,Asha PHILIP,GBR,"Blankers-Koen Stadion, Hengelo (NED)",2015-05-24
11.1,1.0,LaKya BROOKINS,USA,"Auburn, AL (USA)",2011-04-16
11.1,18.0,English GARDNER,USA,"Des Moines, IA (USA)",2012-06-06
11.1,3.0,Jura LEVY,JAM,Kingston (JAM),2011-06-24
11.1,9.0,Kaylin WHITNEY,USA,"Eugene, OR (USA)",2014-07-05
11.1,11.0,Ivet LALOVA-COLLIO,BUL,Gavardo (ITA),2014-05-18
11.1,3.0,Carina HORN,RSA,Potchefstroom (RSA),2017-04-21
11.1,8.0,Shashalee FORBES,JAM,Kingston (JAM),2017-06-23
11.11,14.0,VÃ©ronique MANG,FRA,Albi (FRA),2011-07-29
11.11,2.0,LaShauntea MOORE,USA,Baie Mahault (FRA),2012-05-01
11.11,19.0,Debbie FERGUSON-MCKENZIE,BAH,Luzern (SUI),2008-07-16
11.11,9.0,Teahna DANIELS,USA,"Waco, TX (USA)",2018-05-13
11.11,6.0,Ka'Tia SEYMOUR,USA,"Austin, TX (USA)",2019-06-06
11.11,-1.0,Tatjana PINTO,GER,Regensburg (GER),2018-06-03
11.11,1.0,Imani LANSIQUOT,GBR,"Olympic Stadium, London (GBR)",2018-07-21
11.11,9.0,Crystal EMMANUEL,CAN,Toronto (CAN),2018-08-11
11.11,6.0,Samantha HENRY-ROBINSON,JAM,Kingston (JAM),2012-06-29
11.11,13.0,Rebekka HAASE,GER,"Sportanlage am Weinweg, Regensburg (GER)",2020-07-26
11.11,0.0,Desiree HENRY,GBR,Mannheim (GER),2015-08-08
11.11,-6.0,VÃ©ronique MANG,FRA,"Estadio OlÃ­mpico, Barcelona (ESP)",2010-07-29
11.11,17.0,Kimberlyn DUNCAN,USA,"Walnut, CA (USA)",2016-04-16
11.11,-1.0,Ivet LALOVA-COLLIO,BUL,"National Stadium, Beijing (CHN)",2016-05-18
11.11,-22.0,Natalia POHREBNIAK,UKR,Lutsk (UKR),2016-06-17
11.11,10.0,Tiffany TOWNSEND,USA,"Hayward Field, Eugene, OR (USA)",2016-07-03
11.11,17.0,Christania WILLIAMS,JAM,Kingston (JAM),2015-05-30
11.11,-21.0,Jeneba TARMOH,USA,Edmonton (CAN),2014-07-06
11.11,12.0,Alexandria ANDERSON,USA,"Clermont, FL (USA)",2014-05-31
11.11,13.0,Olivia EKPONE,USA,"Lexington, KY (USA)",2014-05-18
11.11,8.0,Jenna PRANDINI,USA,"Walnut, CA (USA)",2014-04-19
11.11,19.0,Melissa BREEN,AUS,Canberra (AUS),2014-02-09
11.11,14.0,Hannah CUNLIFFE,USA,"Eugene, OR (USA)",2017-05-14
11.11,19.0,Semoy HACKETT,TTO,"Miami, FL (USA)",2017-07-08
11.11,10.0,Tawanna MEADOWS,USA,"San Marcos, TX (USA)",2014-04-26
11.11,20.0,Laura TURNER,GBR,La Chaux-de-Fonds (SUI),2010-07-04
11.12,15.0,Rakia AL GASSRA,BRN,Milano (ITA),2008-07-02
11.12,7.0,Olga SAFRONOVA,KAZ,Tashkent (UZB),2012-06-01
11.12,19.0,Kerron STEWART,JAM,"Auburn, AL (USA)",2017-04-22
11.12,14.0,Alexandria ANDERSON,USA,"Hayward Field, Eugene, OR (USA)",2012-06-23
11.12,2.0,Aleia HOBBS,USA,"Stadio Olimpico, Roma (ITA)",2020-09-17
11.12,10.0,Porscha LUCAS,USA,"Austin, TX (USA)",2009-04-04
11.12,11.0,Aurieyall SCOTT,USA,"Eugene, OR (USA)",2011-06-24
11.12,10.0,Jamile SAMUEL,NED,GenÃ¨ve (SUI),2014-06-14
11.12,20.0,Shalonda SOLOMON,USA,"Sacramento, CA (USA)",2014-06-27
11.12,9.0,Ewa SWOBODA,POL,"Zdzislaw Krzyszkowiak Stadium, Bydgoszcz (POL)",2016-07-21
11.12,20.0,Chauntae BAYNE,USA,"San Marcos, TX (USA)",2013-04-06
11.12,-12.0,Ezinne OKPARAEBO,NOR,"National Stadium, Beijing (CHN)",2015-08-23
11.12,-7.0,Marisol Narcisa LANDÃZURI,ECU,Cochabamba (BOL),2018-06-06
11.12,-3.0,Daryll NEITA,GBR,"Khalifa International Stadium, Doha (QAT)",2019-09-28
11.13,5.0,Jessica YOUNG-WARREN,USA,"Guidobaldi, Rieti (ITA)",2014-09-07
11.13,9.0,Khamica BINGHAM,CAN,"CIBC, Toronto (CAN)",2015-07-22
11.13,20.0,Aleia HOBBS,USA,"Eugene, OR (USA)",2015-06-11
11.13,14.0,Kimberlyn DUNCAN,USA,"Walnut, CA (USA)",2015-04-18
11.13,4.0,Candyce MCGRONE,USA,"Gainesville, FL (USA)",2016-04-22
11.13,7.0,Mikele BARBER,USA,"Suhaim bin Hamad Stadium, Doha (QAT)",2012-05-11
11.13,10.0,Ãngela Gabriela TENORIO,ECU,"Moratalaz, Madrid (ESP)",2016-06-23
11.13,18.0,Tawanna MEADOWS,USA,"Hayward Field, Eugene, OR (USA)",2016-07-02
11.13,19.0,SalomÃ© KORA,SUI,La Chaux-de-Fonds (SUI),2019-06-30
11.13,19.0,Marije VAN HUNENSTIJN,NED,La Chaux-de-Fonds (SUI),2019-06-30
11.13,0.0,Ana Claudia LEMOS,BRA,SÃ£o Paulo (BRA),2014-08-01
11.13,20.0,Gabrielle MAYO,USA,"Austin, TX (USA)",2010-04-03
11.13,-12.0,Gina BASS,GAM,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",2019-08-27
11.13,7.0,Xiaojing LIANG,CHN,"Olympiastadion, Berlin (GER)",2019-09-01
11.13,15.0,Chandra STURRUP,BAH,"MestskÃ½ Stadion, Ostrava (CZE)",2010-05-27
11.13,-7.0,Franciela KRASUCKI,BRA,SÃ£o Paulo (BRA),2013-06-06
11.13,12.0,Shayla SANDERS,USA,"Los Angeles, CA (USA)",2016-03-26
11.13,17.0,Briana WILLIAMS,JAM,"Jacksonville, FL (USA)",2018-03-17
11.13,15.0,Kiara PARKER,USA,"Knoxville, TN (USA)",2018-05-12
11.13,14.0,Taylor BENNETT,USA,"Waco, TX (USA)",2018-05-12
11.13,17.0,Ka'Tia SEYMOUR,USA,"Tampa, FL (USA)",2018-05-24
11.13,16.0,Tamari DAVIS,USA,"Montverde, FL (USA)",2018-06-09
11.13,6.0,Aaliyah BROWN,USA,"Drake Stadium, Des Moines, IA (USA)",2018-06-22
11.13,1.0,Charonda WILLIAMS,USA,Luzern (SUI),2012-07-17
11.13,5.0,Semoy HACKETT,TTO,"National Stadium, Beijing (CHN)",2015-08-24
11.13,4.0,Shericka JACKSON,JAM,Kingston (JAM),2018-06-22
11.13,-3.0,Gloria ASUMNU,NGR,Calabar (NGR),2012-06-21
11.13,12.0,Chryste GAINES,USA,"Clermont, FL (USA)",2008-06-14
11.13,1.0,Stephanie DURST,USA,"Blankers-Koen Stadion, Hengelo (NED)",2009-06-01
11.13,1.0,LaVerne JONES-FERRETTE,ISV,"Blankers-Koen Stadion, Hengelo (NED)",2009-06-01
11.13,18.0,Tiffany TOWNSEND,USA,"Austin, TX (USA)",2009-04-04
11.13,18.0,Gabrielle MAYO,USA,"Austin, TX (USA)",2009-04-04
11.13,8.0,Dina ASHER-SMITH,GBR,"Alexander Stadium, Birmingham (GBR)",2017-08-20
11.13,1.0,Carolle ZAHI,FRA,Marseille (FRA),2017-07-15
11.13,4.0,Jonielle SMITH,JAM,"Columbia, SC (USA)",2017-05-12
11.13,1.0,Yevgeniya POLYAKOVA,RUS,"National Stadium, Beijing (CHN)",2008-08-16
11.13,1.0,Muna LEE,USA,"Olympiastadion, Berlin (GER)",2009-08-16
11.13,14.0,Bianca KNIGHT,USA,"Hayward Field, Eugene, OR (USA)",2012-06-23
11.14,12.0,Carrie RUSSELL,JAM,"International Stadium, Gateshead (GBR)",2010-07-10
11.14,14.0,Octavious FREEMAN,USA,Port-of-Spain (TTO),2016-06-25
11.14,18.0,Brenessa THOMPSON,GUY,Leonora (GUY),2016-06-18
11.14,7.0,Ana Claudia LEMOS,BRA,MedellÃ­n (COL),2016-07-10
11.14,0.0,Charonda WILLIAMS,USA,Luzern (SUI),2015-07-14
11.14,9.0,Sheri-Ann BROOKS,JAM,Kingston (JAM),2013-06-21
11.14,15.0,Dina ASHER-SMITH,GBR,Mannheim (GER),2014-07-05
11.14,-2.0,Lisa MAYER,GER,"Olympiastadion, Berlin (GER)",2017-08-27
11.14,8.0,Crystal EMMANUEL,CAN,"Olympic Stadium, London (GBR)",2017-08-05
11.14,13.0,Asha PHILIP,GBR,"Olympic Stadium, London (GBR)",2017-08-05
11.14,-4.0,Daryll NEITA,GBR,"Olympic Stadium, London (GBR)",2017-07-09
11.14,14.0,Samantha HENRY-ROBINSON,JAM,"Fayetteville, AR (USA)",2009-06-10
11.14,14.0,Charonda WILLIAMS,USA,"Eugene, OR (USA)",2009-05-17
11.14,20.0,Tahesia HARRIGAN-SCOTT,IVB,"Randalls Island, NY (USA)",2015-07-11
11.14,12.0,Marshevet HOOKER,USA,"National Stadium, Kingston (JAM)",2009-05-02
11.14,18.0,Tori BOWIE,USA,"Walnut, CA (USA)",2013-04-20
11.14,5.0,Hannah CUNLIFFE,USA,"Montverde Academy, Montverde, FL (USA)",2020-07-04
11.14,2.0,Marie-JosÃ©e TA LOU,CIV,"Stadio Olimpico, Roma (ITA)",2020-09-17
11.14,11.0,Olesya POVH,UKR,Yalta (UKR),2013-06-05
11.14,15.0,Jessica YOUNG-WARREN,USA,"Des Moines, IA (USA)",2011-06-10
11.14,14.0,Verena SAILER,GER,Mannheim (GER),2014-07-05
11.14,16.0,Lekeisha LAWSON,USA,"Azusa, CA (USA)",2013-05-11
11.14,20.0,Barbara PIERRE,USA,"Clermont, FL (USA)",2011-06-11
11.14,1.0,Mujinga KAMBUNDJI,SUI,Weinheim (GER),2016-05-29
11.14,7.0,Gina LÃœCKENKEMPER,GER,"Olympic Stadium, London (GBR)",2019-07-21
11.14,7.0,Kelly-Ann BAPTISTE,TTO,"Clermont, FL (USA)",2019-05-05
11.14,4.0,Yulia NESTSIARENKA,BLR,"National Stadium, Beijing (CHN)",2008-08-16
11.14,2.0,Francisca IDOKO,NGR,Abuja (NGR),2008-07-02
11.14,15.0,Sheri-Ann BROOKS,JAM,Doha (QAT),2008-05-09
11.14,0.0,Jeanette KWAKYE,GBR,"National Stadium, Beijing (CHN)",2008-08-17
11.15,12.0,Viktoriya ZYABKINA,KAZ,Almaty (KAZ),2016-06-25
11.15,15.0,OrphÃ©e NEOLA,FRA,Albi (FRA),2018-07-06
11.15,5.0,Sherone SIMPSON,JAM,Padova (ITA),2009-08-30
11.15,2.0,Gloria ASUMNU,USA,Lapua (FIN),2009-07-08
11.15,14.0,Tamari DAVIS,USA,"National Training Center, Clermont, FL (USA)",2020-07-24
11.15,18.0,Kaylor HARRIS,USA,"Dallas, TX (USA)",2016-03-18
11.15,13.0,Tahesia HARRIGAN-SCOTT,IVB,"Icahn Stadium, New York, NY (USA)",2009-05-30
11.15,17.0,Mikele BARBER,USA,"MangueirÃ£o, BelÃ©m (BRA)",2013-05-12
11.15,4.0,Gloria ASUMNU,USA,Baie Mahault (FRA),2010-05-01
11.15,18.0,Ruddy ZANG MILAMA,GAB,"Nyayo National Stadium, Nairobi (KEN)",2010-07-29
11.15,6.0,Debbie FERGUSON-MCKENZIE,BAH,"Guidobaldi, Rieti (ITA)",2010-08-29
11.15,14.0,Ana Claudia LEMOS,BRA,SÃ£o Paulo (BRA),2010-09-04
11.15,14.0,Lauryn WILLIAMS,USA,"Hayward Field, Eugene, OR (USA)",2012-06-23
11.15,18.0,Chelsea HAYES,USA,"Des Moines, IA (USA)",2012-06-06
11.15,8.0,Lekeisha LAWSON,USA,"Chula Vista, CA (USA)",2018-06-09
11.15,19.0,Natalliah WHYTE,JAM,"National Training Center, Clermont, FL (USA)",2020-07-24
11.15,0.0,Gloria ASUMNU,NGR,Calabar (NGR),2014-06-19
11.15,-9.0,Lauryn WILLIAMS,CAN,"Carson, CA (USA)",2008-05-18
11.15,20.0,Lauryn WILLIAMS,USA,"Hayward Field, Eugene, OR (USA)",2011-06-04
11.15,16.0,Jeanette KWAKYE,GBR,La Chaux-de-Fonds (SUI),2011-07-03
11.15,18.0,Aleen BAILEY,JAM,Kingston (JAM),2011-06-24
11.15,20.0,Tawanna MEADOWS,USA,"Lubbock, TX (USA)",2019-05-04
11.15,2.0,Laura MÃœLLER,GER,Rehlingen (GER),2019-06-09
11.15,18.0,Porscha LUCAS,USA,"Boulder, CO (USA)",2008-05-18
11.16,7.0,Mikele BARBER,USA,"Torrance, CA (USA)",2017-04-15
11.16,12.0,Aleen BAILEY,JAM,"Clermont, FL (USA)",2014-05-31
11.16,18.0,Shalonda SOLOMON,USA,"Hayward Field, Eugene, OR (USA)",2016-07-02
11.16,-1.0,Kristal AWUAH,GBR,"Olympiastadion, Berlin (GER)",2018-09-02
11.16,4.0,Celera BARNES,USA,"Tampa, FL (USA)",2018-05-25
11.16,15.0,Alexandria ANDERSON,USA,"Hayward Field, Eugene, OR (USA)",2015-06-26
11.16,18.0,Jennifer MADU,USA,"Eugene, OR (USA)",2015-06-11
11.16,20.0,Javianne OLIVER,USA,"Baton Rouge, LA (USA)",2017-04-29
11.16,9.0,Kevona DAVIS,JAM,Kingston (JAM),2018-03-23
11.16,6.0,Lanae-Tava THOMAS,USA,"Austin, TX (USA)",2019-06-06
11.16,-24.0,English GARDNER,USA,"Drake Stadium, Des Moines, IA (USA)",2019-07-26
11.16,15.0,Crystal EMMANUEL,CAN,Montreal (CAN),2019-07-26
11.16,18.0,Sally PEARSON,AUS,Canberra (AUS),2015-02-07
11.16,-13.0,Asha PHILIP,GBR,"Olympic Stadium, London (GBR)",2016-07-23
11.16,18.0,Shalonda SOLOMON,USA,"Eugene, OR (USA)",2008-06-27
11.16,12.0,Victoria JORDAN,USA,"Austin, TX (USA)",2008-05-09
11.16,15.0,Carmelita JETER,USA,"Hayward Field, Eugene, OR (USA)",2016-05-28
11.16,16.0,Samantha HENRY-ROBINSON,JAM,Kingston (JAM),2008-06-28
11.16,-1.0,Blessing OKAGBARE-IGHOTEGUONOR,NGR,Abuja (NGR),2009-07-24
11.16,12.0,Tahesia HARRIGAN-SCOTT,IVB,Maringa (BRA),2010-05-30
11.16,14.0,Octavious FREEMAN,USA,"Clermont, FL (USA)",2010-06-12
11.16,0.0,Yevgeniya POLYAKOVA,RUS,Cheboksary (RUS),2009-07-24
11.16,-15.0,Sheri-Ann BROOKS,JAM,Kingston (JAM),2009-06-27
11.16,2.0,Vitoria Cristina ROSA,BRA,"Shanghai Stadium, Shanghai (CHN)",2019-05-18
11.16,1.0,Imani LANSIQUOT,GBR,"Stadion Manfort, Leverkusen (GER)",2020-08-16
11.16,10.0,Gabriela Anahi SUAREZ,ECU,Quito (ECU),2020-12-12
11.16,12.0,Tawanna MEADOWS,USA,"New York, NY (USA)",2017-07-06
11.16,20.0,Jessica YOUNG-WARREN,USA,"Drake Stadium, Des Moines, IA (USA)",2013-06-21
11.16,10.0,Khalifa ST. FORT,TTO,Port-of-Spain (TTO),2016-06-25
11.17,20.0,Sally PEARSON,AUS,Brisbane (AUS),2017-12-16
11.17,14.0,Deanna HILL,USA,"Sacramento, CA (USA)",2017-06-22
11.17,16.0,LaShauntea MOORE,USA,"Hayward Field, Eugene, OR (USA)",2011-06-24
11.17,8.0,Bianca KNIGHT,USA,"Oxford, MS (USA)",2009-04-11
11.17,5.0,Morolake AKINOSUN,USA,"Khalifa International Stadium, Doha (QAT)",2019-09-29
11.17,12.0,Kamaria DURANT,TTO,Port-of-Spain (TTO),2019-07-27
11.17,10.0,Barbara PIERRE,USA,"Montverde, FL (USA)",2019-07-06
11.17,9.0,Leya BUCHANAN,CAN,"Waco, TX (USA)",2018-05-13
11.17,16.0,Hajar AL KHALDI,BRN,Amman (JOR),2018-07-09
11.17,4.0,Kerron STEWART,JAM,Kingston (JAM),2015-06-26
11.17,3.0,Shashalee FORBES,JAM,Kingston (JAM),2016-07-01
11.17,14.0,Myriam SOUMARÃ‰,FRA,Albi (FRA),2011-07-29
11.17,-1.0,Semoy HACKETT,TTO,"Athens, GA (USA)",2011-05-14
11.17,1.0,Sheniqua FERGUSON,BAH,"Auburn, AL (USA)",2011-04-16
11.17,19.0,Allison PETER,ISV,"Manhattan, KS (USA)",2012-05-13
11.17,14.0,Anne CIBIS,GER,Weinheim (GER),2012-07-27
11.17,0.0,RosÃ¢ngela SANTOS,BRA,"Olympic Stadium, London (GBR)",2012-08-04
11.17,20.0,Ashton PURVIS,USA,"Clovis, CA (USA)",2010-06-05
11.17,9.0,Mikele BARBER,USA,"Bislett Stadion, Oslo (NOR)",2010-06-04
11.17,16.0,Juanita BROADDUS,USA,"Auburn, AL (USA)",2008-05-18
11.17,9.0,Natasha MORRISON,JAM,Kingston (JAM),2013-06-21
11.17,7.0,Cambrea STURGIS,USA,"Jacksonville, FL (USA)",2019-05-24
11.17,11.0,Elaine THOMPSON,JAM,Kingston (JAM),2014-05-31
11.17,10.0,Carina HORN,RSA,St. PÃ¶lten (AUT),2014-06-14
11.17,10.0,Bianca WILLIAMS,GBR,GenÃ¨ve (SUI),2014-06-14
11.17,14.0,Mikele BARBER,USA,"Walnut, CA (USA)",2015-04-18
11.17,18.0,Ky WESTBROOK,USA,"Eugene, OR (USA)",2015-06-11
11.17,-12.0,Natalia POHREBNIAK,UKR,Yalta (UKR),2011-05-30
11.17,16.0,Kaylin WHITNEY,USA,"Montverde, FL (USA)",2016-06-11
11.17,-4.0,Stella AKAKPO,FRA,Angers (FRA),2016-06-25
11.17,17.0,Imani LANSIQUOT,GBR,"Zdzislaw Krzyszkowiak Stadium, Bydgoszcz (POL)",2016-07-20
11.17,20.0,Jodie WILLIAMS,GBR,"Lubbock, TX (USA)",2019-05-04
11.17,2.0,Kyra JEFFERSON,USA,"Gainesville, FL (USA)",2016-04-22
11.17,18.0,Olga SAFRONOVA,KAZ,Doha (QAT),2019-04-22
11.17,10.0,Ashanti MOORE,JAM,Kingston (JAM),2019-03-29
11.18,0.0,Sheniqua FERGUSON,BAH,Nassau (BAH),2013-06-21
11.18,-6.0,Myriam SOUMARÃ‰,FRA,"Estadio OlÃ­mpico, Barcelona (ESP)",2010-07-29
11.18,5.0,Porscha LUCAS,USA,"Austin, TX (USA)",2010-05-28
11.18,20.0,Samantha HENRY-ROBINSON,JAM,"Austin, TX (USA)",2010-04-03
11.18,12.0,Ãngela Gabriela TENORIO,ECU,Rovereto (ITA),2017-08-29
11.18,8.0,Deajah STEVENS,USA,"Hayward Field, Eugene, OR (USA)",2016-07-02
11.18,5.0,Jodie WILLIAMS,GBR,Tallinn (EST),2011-07-22
11.18,6.0,Natasha MORRISON,JAM,Kingston (JAM),2019-06-21
11.18,10.0,Kortnei JOHNSON,USA,"Montverde, FL (USA)",2019-07-06
11.18,1.0,Michelle-Lee AHYE,TTO,Port-of-Spain (TTO),2019-07-27
11.18,12.0,Khianna GRAY,USA,"Tampa, FL (USA)",2018-05-24
11.18,11.0,Ivet LALOVA-COLLIO,BUL,Montreuil (FRA),2018-06-19
11.18,16.0,Anyika ONUORA,GBR,Zeulenroda (GER),2011-05-29
11.18,0.0,Barbara PIERRE,USA,"CNDA, BraganÃ§a Paulista (BRA)",2018-07-08
11.18,15.0,Kayla WHITE,USA,"Drake Stadium, Des Moines, IA (USA)",2020-08-29
11.18,3.0,Asha PHILIP,GBR,"Hampden Park, Glasgow (GBR)",2014-07-28
11.18,20.0,Tameka WILLIAMS,SKN,"San Marcos, TX (USA)",2012-04-28
11.18,14.0,Barbara PIERRE,HAI,"San Angelo, TX (USA)",2009-05-21
11.18,-2.0,Verena SAILER,GER,Ulm (GER),2009-07-04
11.18,-3.0,Jessica YOUNG-WARREN,USA,"Norman, OK (USA)",2009-05-30
11.18,18.0,Deajah STEVENS,USA,"Drake Stadium, Des Moines, IA (USA)",2018-06-21
11.18,11.0,Semoy HACKETT,TTO,"San Angelo, TX (USA)",2009-05-23
11.19,0.0,Khalifa ST. FORT,TTO,"Pascual Guerrero, Cali (COL)",2015-07-16
11.19,9.0,Viktoriya ZYABKINA,KAZ,"National Stadium, Beijing (CHN)",2015-08-24
11.19,8.0,Ashleigh NELSON,GBR,"Letzigrund, ZÃ¼rich (SUI)",2014-08-12
11.19,12.0,Schillonie CALVERT-POWELL,JAM,Kingston (JAM),2009-04-18
11.19,11.0,Stephanie DURST,USA,Baie Mahault (FRA),2008-05-01
11.19,3.0,Aleen BAILEY,JAM,"Crystal Palace, London (GBR)",2010-08-14
11.19,11.0,Sheniqua FERGUSON,BAH,"Knoxville, TN (USA)",2010-05-16
11.19,10.0,Shaunae MILLER-UIBO,BAH,"Alexander Stadium, Birmingham (GBR)",2017-08-20
11.19,11.0,Charonda WILLIAMS,USA,"Montverde, FL (USA)",2017-06-10
11.19,17.0,Tatjana PINTO,GER,Weinheim (GER),2012-05-26
11.19,13.0,Lisa Marie KWAYIE,GER,"Sportanlage am Weinweg, Regensburg (GER)",2020-07-26
11.19,-6.0,Christania WILLIAMS,JAM,Kingston (JAM),2014-03-28
11.19,20.0,Brandee PRESLEY,USA,"Hollywood, FL (USA)",2019-06-22
11.19,11.0,Kandace THOMAS,USA,"Canyon, TX (USA)",2019-04-05
11.19,14.0,Kevona DAVIS,JAM,Kingston (JAM),2019-03-29
11.19,1.0,Jeneba TARMOH,USA,"Columbia, MO (USA)",2010-05-16
11.19,-3.0,Lawretta OZOH,NGR,Calabar (NGR),2012-06-21
11.19,16.0,Kenyanna WILSON,USA,"Hayward Field, Eugene, OR (USA)",2011-06-24
11.19,19.0,Gabrielle THOMAS,USA,"Tampa, FL (USA)",2018-05-24
11.19,-4.0,Quanesha BURKS,USA,"Baton Rouge, LA (USA)",2018-04-28
11.19,16.0,Aurieyall SCOTT,USA,Irapuato (MEX),2012-07-06
11.19,9.0,Aleen BAILEY,JAM,Kingston (JAM),2013-06-21
11.19,17.0,Tiffany TOWNSEND,USA,"Drake Stadium, Des Moines, IA (USA)",2013-06-21
11.19,12.0,Candyce MCGRONE,USA,"Walnut, CA (USA)",2013-04-20
11.19,8.0,Alexandria ANDERSON,USA,"Austin, TX (USA)",2016-04-16
11.19,4.0,Jeneba TARMOH,USA,Bellinzona (SUI),2018-07-18
11.19,10.0,Ana Claudia LEMOS,BRA,SÃ£o Paulo (BRA),2011-03-26
11.19,0.0,Shaunae MILLER-UIBO,BAH,"Clermont, FL (USA)",2016-04-30
11.19,18.0,Schillonie CALVERT-POWELL,JAM,"Phoenix, AZ (USA)",2016-05-21
11.19,-13.0,Kerron STEWART,JAM,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",2016-05-22
11.19,18.0,Ashleigh NELSON,GBR,Weinheim (GER),2016-05-29
11.19,11.0,Tynia GAITHER,BAH,"Eugene, OR (USA)",2016-06-09
11.19,9.0,Floriane GNAFOUA,FRA,Angers (FRA),2016-06-25
11.19,15.0,Lina GRINÄŒIKAITÄ– SAMUOLÄ–,LTU,"Olympic Stadium, London (GBR)",2012-08-03
11.19,-22.0,Kai SELVON,TTO,Port-of-Spain (TTO),2011-08-13
11.19,12.0,Dafne SCHIPPERS,NED,Mannheim (GER),2011-08-13
11.19,15.0,Michelle-Lee AHYE,TTO,"Walnut, CA (USA)",2012-04-21
11.19,5.0,Gloria ASUMNU,USA,Rio de Janeiro (BRA),2011-05-26
11.19,6.0,Jessica DAVIS,USA,"Tucson, AZ (USA)",2011-05-14
11.19,-12.0,Isidora JIMÃ‰NEZ,CHI,Cochabamba (BOL),2018-06-06
11.19,-5.0,Daryll NEITA,GBR,Birmingham (GBR),2018-06-30
11.2,8.0,Tianna BARTOLETTA,USA,Villeneuve d'Ascq (FRA),2010-08-24
11.2,0.0,Tatjana PINTO,GER,Ulm (GER),2014-07-26
11.2,-14.0,Marie-JosÃ©e TA LOU,CIV,"Le Grande Stade, Marrakesh (MAR)",2014-08-11
11.2,20.0,Bianca KNIGHT,USA,"Sacramento, CA (USA)",2014-06-27
11.2,11.0,Peta-Gaye DOWDIE,JAM,"Clermont, FL (USA)",2008-05-24
11.2,8.0,Kimberlyn DUNCAN,USA,"Baton Rouge, LA (USA)",2014-04-19
11.2,17.0,Hrystyna STUY,UKR,Lutsk (UKR),2018-07-19
11.2,14.0,Sarah ATCHO,SUI,Zofingen (SUI),2018-07-13
11.2,-5.0,Bianca WILLIAMS,GBR,Birmingham (GBR),2018-06-30
11.2,3.0,Viktoriya ZYABKINA,KAZ,Almaty (KAZ),2018-06-29
11.2,-22.0,Michelle-Lee AHYE,TTO,Port-of-Spain (TTO),2011-08-13
